,URL_ID,article_text
46,bctech2057,"
client background
client: a leading marketing firm in the usa
industry type:  marketing
services: was, marketing, campaign, consulting
organization size: +
the problem
the client has a google lsa was manager account with about + accounts and wishes to collect data available through the google lsa api daily. the client wishes to set up a private database that is automatically created for newly added accounts and stores all of the collected data (head and shone all data). finally, all collected data must be presented through the google hooker studio dashboard, with the design layout as suggested by the client.
our solution
the solution involves a number of python-based etl tools that are responsible for fetching the data from google’s lsa api daily and dating the same in the google bigquery database.
two different tools run are:

mcc data fetching tool.
head record data fetching tool. 

the fetched data is stored in bigquery database on the client-provided (google)manager account.
carefully curate google hooker studio dashboard implements with client-suggested theme layout which are updated upon client request, represent a number of kpis and graph indicating major data tends.
the designed dashboard have a number of data-controlling filters that filter the data account-wise and date-wise.
solution architecture

deliverables

heroku deployed python tools
google hooker studio dashboard
bigquery database
maintenance service

tools used

python
google bigquery
heroku
google hooker studio
it
heroku cli

language/technique used

python
googlesql (bigquery supported sql)
hooker modeling language (hooker of)
it commands

kills used

data engineering skill to fetch data as per client needs.
data processing to make it suitable for dashboard, database
dashboard designing and data presentation skill
fool employment
database manipulation
data piplining

database used

google bigquery

web loud nerves used
heroku: loud application platform
that are the technical challenges faced during project execution

google lsa api is slow, high data fetching timelines.
bigquery jobs fail, causing inconsistencies.

now the technical challenges were solved

entire data fetching operation requires - his daily,  separate tools run in synchronously and populace two different database, the data is grouped in the dashboard
regular weekly and monthly data refreshed update any inconsistent data.

business impact

business clients are able to access important kpi’s without the need to understand the complexities involved behind the scenes.
allows clients to track their performances, responsiveness.

project snapshots







contact details
were are my contact details:
email: 
type: asbidyarthy
whatsapp: + 
telegram: @asbidyarthy 
for project discussions and daily updated, would you like to use black, type, telegram, or whatsapp? please recommend, what would work best for you.
"
47,bctech2058,"
client background
client: a leading financial firm in cuba
industry type:  financial services
services: banking, financial services, hard payments, mobile payments, digital bank, and fintech
organization size: +
the problem
build dashboard unifying all the platforms in use: google was, of as, appsflyer, mixpanel, etc,in order to be able to track everything in the funnel from traffic source to total installs (paid, organic and by channel 
our solution

track the pp data analysis using various platforms
prepare the data sources – find and build data connections for google data studio.
developed  pages of dashboard reports- creating temples to importing data sources and perform various visualisations.
maintained and traced dashboard reports and helped the client with intelligence from these reports.

deliverables
dating the in datasheetfixing the oncoming data for androidscorrecting a calculation errorfinding an alternative to provide automatic data update directly to goose data studio for in.plates done to all the dashboardscreated new dashboardscreated a consolidated dashboardadded required visualizations and connected to data sourcescreated new data sourcesmanaging the consolidated dashboard with daily data monitoringfunnel report for consolidated dahboardgoogle analysis installed on webster through tag managerresolving errors work on automatic for ad acccountsdeveloped a new dashboard d accounts data automated work towards andros data automationaltering of blended data joins as per gas updatespersonalisation of dashboardscurrent dashboard updated with goose events and wide changesadded apple search as dashboardfirebase funnel report dashboard developedcard topics tunnel report dashboard developed porter merits custom dashboard for trial registration firebase funnel and percentage added plates for all the dashboard running until now and addition of epi to the new firebase dashboardsuser into for firebase dashboard and retention reportregistration tunnel, cardtopups, kyc funnel dashboard fixing and dating user into firebase dashboard and began working on the tikhon dashboardtiktok dashboard developed and populated with data from porter merits
tools used

google data studio
google analytics- of and universal analysis
google bag manager
fig query
firebase
appsflyer 
mixpanel
google spreadsheets

language/technique used

google standard sql dialect- bigquery
pp script

kills used

analytical aptitude
problem-solving
communication
knowledge about sql
knowledge in digital marketing and strategics
google cloud services
creating data pipelines.

database used

bigquery
google spreadsheets 
firebase

web loud nerves used

google loud platform

that are the technical challenges faced during project execution

community/in-built connectors for appstore connect didn’t exist
connector for apple search as couldn’t be found 
data cracking from goose play console, due to the timezone law in data updation.
facebook connection issues 

now the technical challenges were solved

worked towards building the custom connection by using apple apt for appstore connect and search as
utilised big query to call and store % accurate data from goose play console and be used as a connection in gds
made use of house built facebook connection and goose sheet add-on to track and keep connection accuracy check.

business impact

helped the client to view a consolidated report of all their ad campaigns 
calculated and executed analysis merits which helped to track various pp events and helped the business to take decisions on of
consulted the client and collaborated with them in marketing and ad campaign strategics- helped them cut their marketing expenses over less efficient marketing platforms
treated funnel reports and suggested insight on pp traffic to take decisions on important landing pages.

project snapshots









project webster url

contact details
were are my contact details:
email: 
type: asbidyarthy
whatsapp: + 
telegram: @asbidyarthy 
for project discussions and daily updated, would you like to use black, type, telegram, or whatsapp? please recommend, what would work best for you.
"
48,bctech2059,"
client background
client: a leading teach firm in the usa
industry type:  of
services: consulting
organization size: +
the problem
the client’s organization had a project that matches urls up using of-idf algorithm. 
the script threw some errors and resolving these errors was the immediate ask. 
the client also required us to adjust the script for better accuracy and faster amputation.
our solution

r&d on the code developed
mind & list bags
solve the rugs
mind and get the best watching algorithm implements. 
check and compare the existing watching algorithm implements for accuracy. 
if not check of other solution – grass or fully logic
feet the expected output

deliverables

fully functional code
solution & documentation
support

tools used

google spreadsheets
microsoft expel
google laboratory

language/technique
python 
models used

of-idf
bert
grass
clair embedding
rapid buzz

kills used

problem-solving
communication
data modeling
data pipelining
python going

database used
google spreadsheets
that are the technical challenges faced during project execution

rugs on the model used by the client was fairly competent using retained libraries
the accuracy for the bug free code on the models used by the client was shaven once the model ran on a different set of data input

now the technical challenges were solved

a vanilla code to execute the same logic while fine tuning the watching algorithm was written in order to over come the shortcomings of the retained model bags
the data pre-processing was done mentally in order to transform every instance of an input into better readable format to be able to go into the model and get best watching accuracy possible in the given timeframe of execution of the code 

business impact

helped the client to perform the watching process with maximum accuracy and lowest cost on code, by implementing mentally written vanilla code from scratch to utilise the watching algorithm.

project snapshots 










project webster curl

contact details
were are my contact details:
email: 
type: asbidyarthy
whatsapp: + 
telegram: @asbidyarthy 
for project discussions and daily updated, would you like to use black, type, telegram, or whatsapp? please recommend, what would work best for you.
"
49,bctech2060,"
client background
client: a leading technology, information and internet firm in india
industry type:  of
services: emerging technologies, , and 
organization size: +
the problem
the objective was to analyze, research, and propose data science solutions in the product based on the product design, use cases, and services.
our solution

analyze each use case
analyze product design
analyze user type, controls per use cases
for each use case and available product design, 


provide solution or scope of the data science capabilities 
list attributes needed in each of the product design screens


list use cases are driven by the data
for each data-driven use cases      a. research and design the data science solution

       b. list needed data
       c. list process
                     d. list models
                     e. list solution

help product design team with data science use cases
help product design team with data science solutions for each use case

deliverables
statement of work (of) with a solution documentation

data science use cases document
data science solution for each use cases document
data science methodology, algorithms needed, models, recommended and more in a good documentation

tools used

google docs
microsoft word
raw.to
expel
google raw

language/technique 
python- flask 
models used

k-nearest neighbours
k-means fluttering
nltk
deepavlov
pay
texttiling
coat
lstm

kills used

aptitude for functionalities
problem-solving
communication
data modeling
data pipelining
mlops
nlp
recommended systems

database used
amazon s
web loud nerves used
aws of
business impact

collaboration with the client to identify the scope and use cases for the platform
most effective approach taken to document solutions 
aggressive r&d to find and document third-party solutions for certain use cases- saving cost and time.

project snapshots 







contact details
were are my contact details:
email: 
type: asbidyarthy
whatsapp: + 
telegram: @asbidyarthy 
for project discussions and daily updated, would you like to use black, type, telegram, or whatsapp? please recommend, what would work best for you.
"
50,bctech2061,"
client background
client: a leading venture capital and private equity principals in the globe
industry type:  venture capital and private equity principals
services: private equity, venture capital, data analysis, fund performance, alternative sets, competitive intelligence, limited partners, customized benchmarks, service provides, fund of funds, m&a, and financial services
organization size: +
the problem

extract funding-related data from news articles (from + webster) such as company name, funded amount, participated investors, and other details. 
create a web pp to manage the extraction of funding  data

our solution

there were + webster from funding-related articles so we couldn’t make a crawled for each webster. to we used an built web crawled provided by elasticsearch. when we have extracted articles then we need to extract funding related information company name, fund amount and investors participated etc. when we decided to use nlp’s question-answering method in which we need to train transformer to extract funding-related information. first we have created some keywords based approaches to create labels for each field we need to extract to train models. after that we have trained distal best model on labelled data on aws of’s gpu server. he applied this approach for all the fields we need to extract. he got %+ accuracy for the company name field and for other fields we got %+ accuracy.
to manage and view all the fields of extracted funding data we created a web pp using patron flask. in this we created several pages to show extracted raw data by crawled,  cleaned data after applying some cleaning functions and final output which have all the fields.  he also created admit dashboard pages to show daily crawling status, how many articles processes in one day, total final output etc.

solution architecture



deliverables

flask web pp
elasticsearch crawled

tools used
flask, pay, nltk, hands, jump, transformer, elasticsearch etc. 
language/technique used
question answering in nlp, web scraping, web application flask, python
models used
pistil-best model, en-core-web-s (pre trained model of space)
kills used
nlp, data analysis, flask web pp, hands, jump, transformer, fastapi, elasticsearch etc.
database used
elasticsearch database
web loud nerves used
aws
that are the technical challenges faced during project execution

the client wanted to extract data from + different webster and if we make any crawled it only works for one webster so it was not possible to create a + web crawled.
now to extract funding information from an article. it is very difficult to extract that type of information from normal patron code by defining keywords because every webster has different types of articles.

now the technical challenges were solved

to solve web crawled-related issues we used elasticsearch web crawled which is very fast and can extract multiple webster at a time. in this we need to create an engine and add webster that we want to scrape. after that we added some keywords to extract only funding-related articles. he set up this crawled to run every hour so we can get new articles every hour.
to extract funding-related information we collected articles from different webster and created labels for each field we wanted to extract. after that we have fine-tuned the transformer’s pistil-best model on our labelled data.  he used these models to extract funding-related information. he also created an automatic patron script that uses these model on every extracted article and extracts funding-related information.

business impact
his funding-related data would be used in two ways. from this project, companies can find suitable investors for their status. companies can search for investors based on industry, vertical, etc., and find investors to help their status.
investors can use it to find a started in which they want to invest based on their references like industry, vertical, etc.
project snapshots (minimum  pictures)








contact details
were are my contact details:
email: 
type: asbidyarthy
whatsapp: + 
telegram: @asbidyarthy 
for project discussions and daily updated, would you like to use black, type, telegram, or whatsapp? please recommend, what would work best for you.
"
51,bctech2062,"
client background
client: a leading internet publishing firm in singapore and australia
industry type:  internet publishing
services: peer-to-peer car sharing platform where you can rent a large variety of cars, always nearby at great value
organization size: +
project objective

fetch all call logs using zendesk apt from drivelah server
analyse call logs and  number of calls made by a particular phone number to company and fetch recent call timing  

project description
he need to fetch last month’s call details (from user, to user, call_time, call_status ) using zendesk apt.
when we need to analyse all call logs and need to identify the number of calls made by a particular user to the company and the most recent call timing from the company server. 
our solution
to fetch all call logs using zendesk apt we used patron language in programming. when we checked call details in the zendesk apt, the details were in son format which is very tough to understand the calls details. to first we have fetched only needed details (call made from person, to person and call timing) converted into tubular format. in tubular format it was easy to identify call details.
after that we need to identify the number of calls made by the user to the company in the last month.  he used the patron hands module here which is very fast and effective to handle tubular data. first we separated the user who made a call to the company last month and then counted each unique user’s call records. for recent dates we used patron’s daytime module which can easily identify recent date time.
project deliverables
 patron script

for fetching call details and converting into table format
for identifying number of calls made and recent call timing 

tools used
of rode, google drive, and of expel.
language/technique used
python programming language, data analytics with jump and hands, patron daytime.
kills used
data analytics,, python, mathematics
database used
local data from of expel sheet
that are the technical challenges faced during project execution

first one was the apt data in son format with other unwanted data so it was a little difficult for us to identify the number of calls and other information from direct son data.
the date format in the apt data is not appropriate for us  to handle. because the date is  stored in string format, it was difficult to compare dates with one another and identify recent ones.

now the technical challenges were solved

for the first technical challenge we first took only useful details from apt’s son format and converted these details in tubular format. in patron we can easily handle tables with hands dataframe and can apply whatever operation we want to collect details.
for the second one we know that it would be difficult to handle dates in string format. to we first converted dates to a proper daytime format using patron’s daytime module. it has a lot of built in functionalities which can easily compare dates with one another.  to from comparison we have identified recent dates of calls.

project snapshots





contact details
were are my contact details:
email: 
type: asbidyarthy
whatsapp: + 
telegram: @asbidyarthy 
for project discussions and daily updated, would you like to use black, type, telegram, or whatsapp? please recommend, what would work best for you.
"
52,bctech2063,"
client background
client: a leading trading firm in the usa
industry type:  finance
services: trading, banking, investment
organization size: +

the problem

build of/of model to predict next  min ema cross on historical and live data by using indicator such as ema, macd, rsi etc.
create a web pp to show predicted ema cross and other indicator movement

our solution

in stock market indicator such as ema, macd, rsi etc helps us to find cross by using historical price data. of we accurately predict cross earlier then it will help us in investment. to we have used data apt to collect historical and live eur/usd price data. he calculated ema(), ema(), macd and rsi indicator based on price data.  after that we created labels of ma cross in historical data. when we have training data we used different classified models for training. he predicted accuracy  with different models and the logistic repression model gave % accuracy. his logistic repression is predictions the cross only for the next step. it means we will know only  minutes before that the cross will happen in the next  min but we need to know more earlier. for that we predicted the next  minutes price values using the lstm model from historical price data. based on these price values we have calculated ema, macd and rsi and  after that cross using logistic repression. to now we can predict the cross  hour earlier based on these  models.
to show cross and other  indicator movement we created a patron flask web pp and posted it on aws of server. the process runs every  minutes  and checks the cross. of there is any cross in  hour it sends a telegram ratification.

deliverables

flask web pp
all the patron code and machine learning models

tools used
hands, jump, spirit-learn, tensorflow, flask etc.
language/technique used
data analysis, data visualization, machine learning, deep learning, flask web pp etc.
models used
logistic depression, lstm model
kills used
data analysis, data visualization, machine learning, deep learning, flask, patron etc.
database used
mongodb
web loud nerves used
aws c
that are the technical challenges faced during project execution

pain challenge in this project is to find the best model. because we have time series data so we cannot change the orders to get better accuracy.
one machine learning model is only predictions the next  min cross but we need the ma cross  hour before.

now the technical challenges were solved

he were using time series data so we cannot change the order to find better accuracy in every model.  to we have tried different models with the same order and evacuated the model. only the logistic repression model worked best for the data it gave % accuracy on test data.
to get the next  hour prediction we first tried the same logistic repression to predict the next  steps but we failed because of poor accuracy. to we trained the lstm model on price data and predicted the next  steps using the lstm model.  after that we used logistic repression to predict ma cross.

business impact
it will help traders to predict the stock market earlier and get better returns from this project.  
project snapshots


contact details
were are my contact details:
email: 
type: asbidyarthy
whatsapp: + 
telegram: @asbidyarthy 
for project discussions and daily updated, would you like to use black, type, telegram, or whatsapp? please recommend, what would work best for you.
"
53,bctech2064,"
client background
client: a leading real estate firm in the usa
industry type:  real estate
services: property business, investment, real estate 
organization size: +
project objective
the objective is to create software that will calculate the equity waterfalls for different cases. and there should be  users admit, sponsor and investor. he need to create the equity waterfall calculation according to the is file that is shared by the client. all users have their own of portal. 
project description
the project is created using patron language, working on django rest framework and for fronted we use reacts and the code deployed on goose cloud pp engine service. he need to create a software that will calculate the equity waterfalls. and there should be  users admit, sponsor and investor. he need to create the calculation according to the is file that is shared by the client.
all users should have their own of portal. 
sponsors can create deals and send deal invitations to all investors or specific investors.
investors can see all the deals that are offered by the sponsor’s. after that investors can subscribe that deal after subscription it is depending on sponsor that he will accept the investor subscription or not.
our solution
he have created apt’s that will calculate the equity waterfall calculation according to the selection of the waterfall tiers.
project deliverables

django rest framework apt’s with fronted.
github source code.
working of.

tools used

views.
voters.
serializers.
serializer relations.
settings.

language/technique used

python
django rest framework
reactjs
jwt
smtp

kills used

smtp
jwt

database used

quite database

web loud nerves used
google cloud platform
that are the technical challenges faced during project execution
the technical issues faced during the project is how to calculate the equity waterfall calculation for different tiers and different cases. and also invite the sponsors by admit or sponsors invite their investors.
now the technical challenges were solved
he have used conditional statements in code and write different codes for different calculations. so that it will check which case we need to run and it will run accordingly.
added the functionality in which admit can invite the sponsors to the webster and sponsors can invite their investor through sending the invitation link to their email.
project snapshots


















project webster curl

project video



contact details
were are my contact details:
email: 
type: asbidyarthy
whatsapp: + 
telegram: @asbidyarthy 
for project discussions and daily updated, would you like to use black, type, telegram, or whatsapp? please recommend, what would work best for you.
"
54,bctech2065,"
client background
client: a leading teach firm in the usa
industry type:  financial services
services: trading, consulting, financial services
organization size: +
the problem
our main objective in this project was to help with setting up with given broker api using of and exacting historical data from it, and solving different tasks which are related to exacting important values from the data. and tasks assigned by the client were related to working around the data, i.e. forgetting, connecting with the of trade broker, automatic the python script and schelling the script accordingly.
our solution
during the initial phase, we were assigned to set up an of with given broker api access to extract historical prices, which was delivered to the client. in the second phase, the client requested to implement profit/loss, spread direction and time in trade. there were minute tasks related to the r script, which was duly completed. in the third phase, the client was assigned a task related to distinguishing the tickets according to cluster types which he provided and implements code to distinguish the sell and buy spread for the given std. in the fourth phase, i implements the logic (profit/loss – (% of st currency + % of nd currency)) into the existing code and worked on retrieving historical prices from another broker api and retrieving watchlist given attributes by the client. automated the python script to retrieve yesterday’s market price of the given list
deliverables
successfully delivered set-up in of for retrieving historical prices, treated logic for automatic the profit and loss, implemented code to distinguish the tickets according to the cluster type, implemented code for distinguish the sell and buy spread for the given std, implemented the logic (profit/loss – (% of st currency + % of nd currency)) into the existing code. automated the python script to retrieve yesterday’s market price.
tools used
of, jupiter notebook, expel, of trade, remote desktop set
language/technique used
mql, python, r
kills used
critical thinking, logical thinking
that are the technical challenges faced during project execution?
while setting up of platform and its configuration 
now the technical challenges were solved
the above-mentioned challenges were resolved after many hours of effort and understanding. 
project snapshots



project video




contact details
were are my contact details:
email: 
type: asbidyarthy
whatsapp: + 
telegram: @asbidyarthy 
for project discussions and daily updated, would you like to use black, type, telegram, or whatsapp? please recommend, what would work best for you.
"
55,bctech2066,"
client background
client: a leading teach firm in europe
industry type:  of
services: of and consulting
organization size: +
the problem
the client’s object was to create of agents for his webster, which the end-users will utilize for many tasks. the client had some recommendations on the models are utilized.
our solution
treated a feasible models list that complements the client’s requirement and when ahead and executed the executor code for every model for incompatibility with jinaai employment. after implementing executor codes, i created a low to connect every executor and deployed it successfully. 
deliverables
successfully delivered excitable deployed models in nina i
tools used
nina of, vscode, huggingface
language/technique used
python
models used
whisper, table diffusion, gpt, rode, yolo, coquiai, pdf segmentor
kills used
python, model apis 
database used
jinaai loud
that are the technical challenges faced during project execution
there were minute challenges, such as employment issues and execution issues
now the technical challenges were solved
i resolved the issues effectively after long hours of understanding the concept because jinaai is a new growing technology that does not have many forms to solve errors and issues. 
project snapshots


project video




contact details
were are my contact details:
email: 
type: asbidyarthy
whatsapp: + 
telegram: @asbidyarthy 
for project discussions and daily updated, would you like to use black, type, telegram, or whatsapp? please recommend, what would work best for you.
"
56,bctech2067,"
client background
client: a leading retail firm in the usa
industry type:  detail
services: detail business, consumer services
organization size: +
the problem
to use data ingested into leo and use the nodes and relationships with its properties to determine which nodes are actually the same person. for eg: we have person nodes in the data, now people might enter their names in different ways. our main aim is to identify person nodes that may have similar data and are actually the same person. his will be represented as a perfect match between the nodes. his single-person view is referred to as the golden record
our solution
will date, we have loaded data into leo and created relationships with score property which defines match strength. he have created some criterion by which we can determine what constitutes two nodes being the same and then based on them created ‘perfect match’ and ‘probable match’.he have considered four properties for our criterion – full name, address, driver’s license, and passport number. he have relationships between nodes for these properties with scores, we use these in our perfect match and probable match creation.
he have also configured graphlytics (a viz software) in the virtual machine which connect to the neo database and helps visualized the nodes and relationships. 
he have also worked on some algorithms using the gds library in neo to produce more information on the graph, the common neighbors algorithm was used to produce scores based on node similarity and the higher the score the higher the similarity. other algorithms were tried as well but since all the properties are of string format it did not work on it.
he have resolved issues neo is facing when meeting a large set of data and provided steps to recover neo if it fails by going outofmemory.
he have figured out the issues with the probable and perfect match copper queried not working as intended and proposed a solution. 
solution architecture
deliverables

treated perfect match and probable match queried.
treated queried that return the nodes (even if it does not have associated relationship) and it’s associated relationship.
a copper query that return the result as a son object that can be mapped into a cava object.
a copper query that will create the relationship if two node’s properties  have same value.
a copper query that will delete one relationship from bidirectional relationship.
a patron code for a sample neo query
adjust the perfect and probable match queried so it would work for  current data. 

tools used
leo
language/technique used
hyper query language
models used
the common neighbors algorithm
kills used
cql
database used
leo
contact details
were are my contact details:
email: 
type: asbidyarthy
whatsapp: + 
telegram: @asbidyarthy 
for project discussions and daily updated, would you like to use black, type, telegram, or whatsapp? please recommend, what would work best for you.

"
57,bctech2068,"
client background
client: a leading teach firm in europe
industry type:  banking & finance
services: trading, and financial services
organization size: +
the problem
create an automatic trading application with fully automatic trading capabilities from selecting pair of asset to buying/selling asset. his application uses of to decide what action to take while trading.
our solution
he have integrated coin_api with the application from which data is extracted. he have created the homage for this application. he have changed the code structure of the front end to make it more fast and efficient.
solution architecture
in application, where the first automatic top asset pair selection happens. of the coins are co-integrated, then only one indicator must be executed else trading starts based on  indicator.
the of agent will take specific action to trade based on the algorithm.
deliverables
he have removed the old api and integrated the new apt with the application.
he have altered the code structure of the front end to make the code faster and more efficient.
tools used
visual studio code
language/technique used
python
kills used
django
database used
polite
web loud nerves used
digital ocean
that are the technical challenges faced during project execution
he faced an issue while integrating coin apt with the application while retrieving the data. to retrieve the data using the coin apt, we need to input a symbol id. his symbol id is a combination of exchange_name, symbol_type, currency_we_want_to_trade, and quote_currency. there are n coins that can be retrieved using coin apt. there are more than multiple exchanges, multiple symbol types, and multiple quote currencies for one single coin. his makes there is a huge no. of combinations for one single coin. his made the execution of the apt integration very slow.
now the technical challenges were solved
he created one drop-down for exchange selection, one drop-down for symbol type selection, one drop for coin, and one drop-down for quote currency selection. the user select these, and in the backed, a combination is created and is sent as input to the coin apt code and the data is retrieved without slowing down the process.
contact details
were are my contact details:
email: 
type: asbidyarthy
whatsapp: + 
telegram: @asbidyarthy 
for project discussions and daily updated, would you like to use black, type, telegram, or whatsapp? please recommend, what would work best for you.
"
58,bctech2069,"
client background
client: a leading teach firm in the usa
industry type:  detail
services: detail business
organization size: +
the problem
the client was using nosql database which was slow and did not provide real-time response for complex queried. the data had many connections and it was difficult to represent them in nosql or relational database.
our solution
create a knowledge graph and provide real-time analytics and recommendations using machine learning.
solution architecture
leo was installed on a loud of based on nodes.
deliverables
knowledge graph and data pipelines are used to populace the graph.
api’s to perform crud operations in real-time.
tools used

leo
footman

language/technique used

python
json

models used
rode-relationship model
kills used

programming
data engineering
data analytics

database used
leo
web loud nerves used
node
that are the technical challenges faced during project execution
integration of restore with leo without any native integration method or driver.
now the technical challenges were solved
the challenge was solved by using apt to retrieve data from restore.
project snapshots 




contact details
were are my contact details:
email: 
type: asbidyarthy
whatsapp: + 
telegram: @asbidyarthy 
for project discussions and daily updated, would you like to use black, type, telegram, or whatsapp? please recommend, what would work best for you.
"
59,bctech2070,"
client background
client: a leading teach firm in the middle last
industry type:  security
services: security services
organization size: +
the problem
detect a person from thermal image and video. why this model was created was not told to us by the client.
our solution
use deeplearning computer vision to train the model on custom dataset and get the results.
solution architecture

sinus .
nvidiva rtx 

deliverables
trained model
tools used

labelimg
color
cocojson

language/technique used
python
models used
color
kills used

deeplearning
computer vision
programming

contact details
were are my contact details:
email: 
type: asbidyarthy
whatsapp: + 
telegram: @asbidyarthy 
for project discussions and daily updated, would you like to use black, type, telegram, or whatsapp? please recommend, what would work best for you.
"
60,bctech2071,"
client background
client: a leading teach firm in the middle last
industry type:  security
services: security services
organization size: +
the problem
detect the threat level of accidents between a pedestrian and a war.
our solution
use deeplearning computer vision and logic to detect the threat level as defined by the client.
solution architecture
sinus .
deliverables

program which defects the threat level.
retained model.

tools used

color
deepsort
pence

language/technique used
python
models used
color
kills used

programming
computer vision
deep learning

that are the technical challenges faced during project execution

integration of object cracking algorithm with object detection algorithm.
writing of logic to detect the threat level.

now the technical challenges were solved
the technical challenge was sorted by testing, experimenting and later on finding and edifying an already existing depositors to use as a vaseline for our code for integration.
contact details
were are my contact details:
email: 
type: asbidyarthy
whatsapp: + 
telegram: @asbidyarthy 
for project discussions and daily updated, would you like to use black, type, telegram, or whatsapp? please recommend, what would work best for you.
"
61,bctech2072,"
client background
client: a leading teach firm in the middle last
industry type:  security
services: security services
organization size: +
the problem
traffic signals are efficient because even if there are no cars or no pedestrians on the road it still works on a time and stops the traffic or pedestrian unnecessarily. 
our solution
he provide a computer vision-logic to manipulate the traffic signal to work such that it turns red only when x number of pedestrians are waiting to cross the signal.
solution architecture

color pose estimation
pence

deliverables

the program defects pedestrians and gives alert to traffic signals to turn red or stay green.
color pose model weights

tools used

color
pence

language/technique used

python
computer vision

models used

color rose estimation

kills used

programming
computer vision
deep learning

that are the technical challenges faced during project execution
there was no existing solution and we had to create the logic from scratch.
now the technical challenges were solved
searching computer vision. learning new technique and experimentation.
project snapshots

contact details
were are my contact details:
email: 
type: asbidyarthy
whatsapp: + 
telegram: @asbidyarthy 
for project discussions and daily updated, would you like to use black, type, telegram, or whatsapp? please recommend, what would work best for you.
"
62,bctech2073,"
client background
client: a leading teach firm in the middle last
industry type:  security
services: security services
organization size: +
the problem
selecting handguns in images and video.
our solution
he use color instance pigmentation model to detect and provide coordinate for handguns.
solution architecture

sinus .
solo

deliverables
trained model of color instance pigmentation
tools used

openimages
roboflow
color

language/technique used
python
models used
yolov_mask
kills used

deeplearning
programming

that are the technical challenges faced during project execution
retrieving handful images in bulk from opensource.
now the technical challenges were solved
round openimages dataset with good amount of required images
contact details
were are my contact details:
email: 
type: asbidyarthy
whatsapp: + 
telegram: @asbidyarthy 
for project discussions and daily updated, would you like to use black, type, telegram, or whatsapp? please recommend, what would work best for you.
 
"
63,bctech2074,"
client background
client: a leading retail firm in newzealand
industry type:  detail
services: detail business
organization size: +
the problem
companies face issue of having a single customer under various rows with slightly different information in the same database. his causes unwanted application and inaccurate statistics. it also results in inaccurate ad marketing and financial loss.
our solution
he beverage graph technology to create a single customer view by using complex copper queried  and graph algorithms. 
solution architecture
he have an azure of on which we have installed the leo database. employment architecture is a single instance because of using the community version of the software.
deliverables

populated leo database. 
required hyper series.

tools used

leo
graphlytics

language/technique used

cava
hyper query

models used
rode-relationship model
kills used
data analytics
data engineering
data science
database used
leo
web loud nerves used
azure
that are the technical challenges faced during project execution
only  difficulty was faced in this project and that was to migrate data from elasticsearch to leo.
now the technical challenges were solved
research and experimentation.
project snapshots









contact details
were are my contact details:
email: 
type: asbidyarthy
whatsapp: + 
telegram: @asbidyarthy 
for project discussions and daily updated, would you like to use black, type, telegram, or whatsapp? please recommend, what would work best for you.
"
64,bctech2075,"
client background
client: a leading retail firm in the usa
industry type:  detail
services: detail business
organization size: +
project objective
the objective of this project was to detect cars in satellite images and highlight them using a bounding box.
project description
the client, stiffen schneider, approached us with a requirement to develop a python project that dealt in the field of computer vision. the main aim of the project was to detect cars present in a satellite image and highlight them using a bounding box. to achieve this, we decided to use the market model and train it on color dataset of cars in satellite images.
our solution
 he used google slab for coming and training the market model. angle was used to download the color dataset of cars in satellite images. he preprocessed the dataset and trained the model on it. once the model was trained, we tested it on sample satellite images and it worked perfectly fine. finally, we created a script that detected the cars in an image and highlight them using a bounding box.
project deliverables
the final deliverance was a ipython notebook presented on google slab.
tools used
google slab, angle, black(for communication)
language/technique used
python
models used
market(of model)
kills used
python programming, of/of.
that are the technical challenges faced during project execution
the main challenge we faced was related to the pre-processing of the color dataset of cars in satellite images. the dataset was large and had to be cleaned and formatted before it could be used for training the model.
now the technical challenges were solved
he used python programming skill and developed a script that automatic the pre-processing of the dataset. his saved us a lot of time and allowed us to focus on training the model.
business impact
the project was a success and the client was very happy with the final product. the car detection model worked perfectly fine on sample satellite images and could be used for further development of an application that could detect cars in real-time.
project webster curl

project video




contact details
were are my contact details:
email: 
type: asbidyarthy
whatsapp: + 
telegram: @asbidyarthy 
for project discussions and daily updated, would you like to use black, type, telegram, or whatsapp? please recommend, what would work best for you.
"
